auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,quote_id,auction_url,quote_max_price,quote_model,quote_year
ALFA ROMEO,20130428,MONTASTRUC-LA-CONSEILLÈRE,SZ berlinette Zagato,FEE Machoïr,30000.0,OR,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20121201,TOFFEN,"RZ roadster Zagato, 2 000 km d'origine",Oldtimer Galerie Toffen ,44594.0,EX,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20121203,WEYBRIDGE,SZ (ES 30) berlinette Zagato,Bonhams,29768.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20111026,LONDON,SZ berlinette Zagato (ES 30),RM Sotheby's,21090.0,REST,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20110701,GOODWOOD,SZ berlinette Zagato (ES 30),Bonhams,38280.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20100911,REIMS-GUEUX,SZ berlinette Zagato (ES 30),Bonhams,24000.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20100522,FRÉJUS,"SZ berlinette Zagato, imm. anglaise",Besch,27000.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20060402,FONTAINEBLEAU,SZ berlinette Zagato (non immatriculée),J.P. Osenat,27600.0,EX,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20060212,PARIS,SZ berlinette Zagato,Artcurial,18500.0,OR+,V,8337,cote.encheres.php?idCote=8337,55 000 €,SZ berlinette Zagato (ES 30),1990
ALFA ROMEO,20170607,FLÉVILLE DEVANT NANCY,166 2.0 Twin Spark Distinctive,Alcopa auction,670.0,OR,V,12121,cote.encheres.php?idCote=12121,6 000 €,166 3.0 / 3.2 V6 berline,1998
ALFA ROMEO,20140208,PARIS,164 Super 3.0 24 V Q 4 berline,Artcurial,23840.0,OR+,V,11278,cote.encheres.php?idCote=11278,12 000 €,164 Q 4 (3.0 i V6 24 V ) berline 4 x 4,1994
ALFA ROMEO,20140208,PARIS,155 Q 4 2.0 turbo berline,Artcurial,9536.0,OR+,V,11947,cote.encheres.php?idCote=11947,4 000 €,164 V6 3.0 berline,1988
ALFA ROMEO,20161125,MILAN,Alfa 75 3.0 V6 berline Alfa Corse,RM Sotheby's,56000.0,OR+,V,9020,cote.encheres.php?idCote=9020,7 000 €,75 3.0 V6 berline,1987
ALFA ROMEO,20060916,TOFFEN,Alfa 75 3.0 V6 America berline,Oldtimer Galerie Toffen ,2800.0,OR+,V,9020,cote.encheres.php?idCote=9020,7 000 €,75 3.0 V6 berline,1987
ALFA ROMEO,20161125,MILAN,Alfa 75 1.8 Turbo Evoluzione Gr. A,RM Sotheby's,112000.0,OR,V,9022,cote.encheres.php?idCote=9022,25 000 €,75 1.8 Turbo Evoluzione,1987
ALFA ROMEO,20161125,MILAN,Alfa 75 Turbo Evoluzione IMSA ex-usine,RM Sotheby's,336000.0,EX,V,9022,cote.encheres.php?idCote=9022,25 000 €,75 1.8 Turbo Evoluzione,1987
ALFA ROMEO,20140208,PARIS,Alfa 75 1.8 Turbo Evoluzione berline,Artcurial,28608.0,OR+,V,9022,cote.encheres.php?idCote=9022,25 000 €,75 1.8 Turbo Evoluzione,1987
ALFA ROMEO,20180414,LYON,75 1.8 Turbo berline,Aguttes,10990.0,OR/TR,V,9021,cote.encheres.php?idCote=9021,8 000 €,75 1.8 Turbo berline (155 ch),1987
ALFA ROMEO,20190120,TARBES,90 2.5 V6 Quadrifoglio Oro,SVV,1940.0,SEP,V,9019,cote.encheres.php?idCote=9019,4 000 €,Alfa 90 2.5 V6 Quadrifoglio Oro berline,1985
ALFA ROMEO,20150524,SPA,Alfa 6 2.5 berline safety car,Bonhams,16100.0,OR,V,8336,cote.encheres.php?idCote=8336,8 000 €,Alfa 6 2.5 berline (6 carbus),1980
ALFA ROMEO,20140208,PARIS,Alfa 6 2.5 berline,Artcurial,14304.0,OR+,V,8336,cote.encheres.php?idCote=8336,8 000 €,Alfa 6 2.5 berline (6 carbus),1980
ALFA ROMEO,20190413,BORDEAUX,GTV 6 2.5 coupé,J.P. Osenat,14160.0,REST,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20181125,ROUBAIX,GTV 6 2.5 coupé,May & Associés,19450.0,OR,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20161125,MILAN,GTV 6 2.5 coupé,RM Sotheby's,16800.0,OR,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20161031,LA MÉZIÈRE,GTV 6 2.5 Production,Alcopa auction,10414.0,OR,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20151128,TOFFEN,GTV 6 2.5 l coupé,Oldtimer Galerie Toffen ,14370.0,OR,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20151017,BEAUZELLE,GTV 6 2.5 l coupé,Arnauné & Prim,11340.0,REST,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20150606,BROOKLANDS,GTV 6 2.5 coupé,Brooklands Auctions,11855.0,REST,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20131020,PARIS,GTV 6 2.5 coupé,Artcurial,15643.0,OR+,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20121216,CANNES,GTV 6 2.5 Production,Leclère,11910.0,OR,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20110522,NOYAL-SUR-VILAINE,GTV 6 2.5 coupé,Eric Sanson / M. Saint-Gal,1900.0,RET,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20110413,BUXTON,"GTV 6 2.5 coupé RHD, moteur HS",H & H Classic Auctions,740.0,OR-,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20100918,TOFFEN,GTV 6 2.5 coupé,Oldtimer Galerie Toffen ,5303.0,OR,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20100405,SAINT-JAMES,GTV 6 2.5 coupé,Toutain-Vente,1500.0,OR-,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20090604,PARIS,GTV 6 2.5 coupé,SVV,3700.0,REST,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20071118,CHINON,"GTV 6 2.5 coupé, sellerie cuir",SdV,6000.0,OR+,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20070915,TOFFEN,GTV 6 2.5 coupé,Oldtimer Galerie Toffen ,4550.0,OR+,V,7133,cote.encheres.php?idCote=7133,19 000 €,GTV 6 2.5 coupé,1981
ALFA ROMEO,20170911,LA MÉZIÈRE,GTV 2.0 coupé,Alcopa auction,6370.0,OR,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20170408,JOUY SUR MORIN,GTV 2.0 coupé,HdV,11440.0,OR+,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20170326,AVIGNON,GTV 2.0 Delta coupé,Leclère,13000.0,REST,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20161110,FAYENCE,GTV 2.0 coupé,J.P. Osenat,880.0,EP,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20140510,MONACO,8 C Spider,RM Sotheby's,201600.0,OR+,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20140208,PARIS,GTV 2.0 Grand Prix coupé,Artcurial,10728.0,OR+,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20100703,CAEN,GTV 2.0 coupé,Brioult Enchères / M. Pagneux,700.0,OR-,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20090719,UZERCHE,GTV 2.0 coupé,Me Arnaud-Lacroz,4000.0,OR+,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20080906,RICHELIEU,GTV 2.0 coupé,SdV,2700.0,OR,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20061125,TOFFEN,GTV 2.0 coupé,Oldtimer Galerie Toffen ,5530.0,OR+,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20060916,TOFFEN,GTV 2.0 coupé,Oldtimer Galerie Toffen ,590.0,OR,V,11518,cote.encheres.php?idCote=11518,16 000 €,GTV 2.0 coupé,1980
ALFA ROMEO,20190324,AVIGNON,Alfetta GTV 2000 coupé,Leclère,8400.0,OR+,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20181110,LYON,Alfetta GTV 2000 coupé,Aguttes,13000.0,OR,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20181021,PARIS,Alfetta GTV 2000 coupé,Leclère,11400.0,OR+,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20170818,PEBBLE BEACH,Alfetta GTV 2000 coupé,Gooding & Co,20580.0,OR+,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20161125,MILAN,Alfetta GTV 2000 coupé,RM Sotheby's,12320.0,OR,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20161125,MILAN,Alfetta GTV 2000 coupé préparé,RM Sotheby's,22400.0,REST/TR,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20161125,MILAN,Alfetta GTV 2000 coupé préparé,RM Sotheby's,33600.0,OR-/TR,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20140208,PARIS,Alfetta GTV 2000 coupé,Artcurial,30992.0,REST,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20131020,PARIS,Alfetta GTV 2000 coupé,Artcurial,8423.0,OR+,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20120915,TOFFEN,Alfetta GTV 2000 coupé,Oldtimer Galerie Toffen ,5520.0,OR,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20090503,TOFFEN,Alfetta GTV 2000 coupé,Oldtimer Galerie Toffen ,8600.0,OR,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20090919,KAUFDORF,GTV 2.0 coupé,Oldtimer Galerie Toffen ,3040.0,OR+,V,7132,cote.encheres.php?idCote=7132,17 000 €,Alfetta GTV 2000 coupé,1976
ALFA ROMEO,20161125,MILAN,Alfetta GT 1.8 coupé,RM Sotheby's,7840.0,OR,V,11517,cote.encheres.php?idCote=11517,16 000 €,Alfetta GT 1.8 coupé,1974
ALFA ROMEO,20170513,ECHARCON,Alfetta GT 1.6 coupé,AuctionArt (Rémy Le Fur) / M. Bonoron,310.0,EP,V,7131,cote.encheres.php?idCote=7131,14 000 €,Alfetta GT 1.6 coupé,1976
ALFA ROMEO,20161030,PARIS,Alfetta 1.8 berline Polizia Stradale,Artcurial,13112.0,OR+,V,9009,cote.encheres.php?idCote=9009,10 000 €,Alfetta 1.8 berline,1973
ALFA ROMEO,20140208,PARIS,Alfetta 1.6 berline 2e série,Artcurial,11324.0,OR+,V,11516,cote.encheres.php?idCote=11516,8 000 €,Alfetta 1.6 berline,1974
ALFA ROMEO,20140208,PARIS,Alfetta 1.6 berline 3e série,Artcurial,7152.0,OR+,V,11516,cote.encheres.php?idCote=11516,8 000 €,Alfetta 1.6 berline,1974
ALFA ROMEO,20170501,OBENHEIM,2000 Berlina,J.P. Osenat,12840.0,OR+,V,161,cote.encheres.php?idCote=161,14 000 €,2000 berline,1972
ALFA ROMEO,20160619,FONTAINEBLEAU,2000 Berlina,J.P. Osenat,12000.0,OR+,V,161,cote.encheres.php?idCote=161,14 000 €,2000 berline,1972
ALFA ROMEO,20140208,PARIS,"2000 berline, climat.",Artcurial,11682.0,OR+,V,161,cote.encheres.php?idCote=161,14 000 €,2000 berline,1972
ALFA ROMEO,20140208,PARIS,2000 berline,Artcurial,13112.0,OR+,V,161,cote.encheres.php?idCote=161,14 000 €,2000 berline,1972
ALFA ROMEO,20101117,HARROGATE,"2000 A berline RHD autom., 3 000 miles orig.",Bonhams,3540.0,EX,V,161,cote.encheres.php?idCote=161,14 000 €,2000 berline,1972
ALFA ROMEO,20090503,TOFFEN,2000 berline,Oldtimer Galerie Toffen ,6000.0,OR,V,161,cote.encheres.php?idCote=161,14 000 €,2000 berline,1972
ALFA ROMEO,20181117,TURIN,1750 berline,Aste Bolaffi,13230.0,OR,V,160,cote.encheres.php?idCote=160,16 000 €,1750 berline,1968
ALFA ROMEO,20170520,LE VIGEANT,1750 Berlina,HdV,14510.0,OR+,V,160,cote.encheres.php?idCote=160,16 000 €,1750 berline,1968
ALFA ROMEO,20161126,BROOKLANDS,1750 berline RHD ex-Afrique du Sud,Brooklands Auctions,11163.0,REST,V,160,cote.encheres.php?idCote=160,16 000 €,1750 berline,1968
ALFA ROMEO,20160205,PARIS,"1750 berline, 27 000 km origine",Artcurial,27416.0,OR+/EX,V,160,cote.encheres.php?idCote=160,16 000 €,1750 berline,1968
ALFA ROMEO,20140308,BROOKLANDS,1750 berline RHD,Brooklands Auctions,5141.0,OR,V,160,cote.encheres.php?idCote=160,16 000 €,1750 berline,1968
ALFA ROMEO,20180519,BROOKLANDS,Spider 2.0 Europa LHD,Brooklands Auctions,11070.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20180406,FORT LAUDERDALE,Spider 2.0 S 4,RM Sotheby's,16840.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20180325,AVIGNON,Spider 2.0 Europa,Leclère,15600.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20170911,LA MÉZIÈRE,Spider 2.0 Europa (S 4),Alcopa auction,9300.0,OR,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20170911,LA MÉZIÈRE,Spider 2.0 Europa (S 4),Alcopa auction,11580.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20170501,OBENHEIM,Spider 2.0 S 4 ,J.P. Osenat,12000.0,OR,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20160410,PARIS,Spider 1.6 S 4,Leclère,34720.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20141102,PARIS,Spider 2.0 Europa + hard-top,Artcurial,13110.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20140705,LE MANS,Spider 2.0 Europa,Artcurial,16688.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20131201,MONTASTRUC-LA-CONSEILLÈRE,Spider 2.0 Europa,FEE Machoïr,6000.0,OR,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20130309,BROOKLANDS,Spider 2.0 Europa RHD,Brooklands Auctions,3636.0,OR,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20121014,FONTAINEBLEAU,"Spider 2.0 Europa, hard-top",J.P. Osenat,8935.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20121008,BRUXELLES,Spider 2.0 Europa,Pierre Bergé & Associés,8400.0,OR,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20120617,FONTAINEBLEAU,Spider 2.0 Europa + hard-top,J.P. Osenat,7744.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20120601,ESVRES SUR INDRE,Spider 2.0 Europa,Five Auction Tours,5242.0,OR,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20090427,PARIS,Spider 2.0 Europa (restylé) + hard-top,Artcurial,7500.0,OR+,V,9008,cote.encheres.php?idCote=9008,22 000 €,Spider 2.0 Europa (S 4),1989
ALFA ROMEO,20181117,TURIN,Spider 2.0 Quadrifoglio Verde,Aste Bolaffi,20700.0,OR+,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20180922,BROOKLANDS,Spider 2.0 Quadrifoglio Verde RHD,Brooklands Auctions,7100.0,OR+,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20171021,FONTAINEBLEAU,Spider 2.0 Quadrifoglio Verde,Osenat,9000.0,OR,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20170508,LA MÉZIÈRE,Spider 2.0 Quadrifoglio Verde,Alcopa auction,16510.0,REST,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20160423,TOFFEN,Spider 2.0 Quadrifoglio Verde,Oldtimer Galerie Toffen ,7134.0,OR+,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20130907,BEAULIEU,Spider 2.0 QV LHD ex-France,Bonhams,15034.0,OR+,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20100324,LEOMINSTER,Spider 2.0 Twin Spark RHD,Brightwells,3580.0,OR+,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20060801,KEMPSTON HARDWICK,Spider 2.0 Europa RHD,BCA,4580.0,OR,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20060220,BLACKBUSHE,Spider 2.0 QV RHD,BCA,4500.0,OR,V,10940,cote.encheres.php?idCote=10940,14 000 €,Spider 2.0 Quadrifoglio Verde,1986
ALFA ROMEO,20170318,FONTAINEBLEAU,Spider 1.6 FL hard-top,J.P. Osenat,9600.0,OR+,V,12426,cote.encheres.php?idCote=12426,10 000 €,Spider 1.6 FL,1983
ALFA ROMEO,20170206,LA MÉZIÈRE,Spider 1.6 FL,Alcopa auction,7360.0,OR+,V,12426,cote.encheres.php?idCote=12426,10 000 €,Spider 1.6 FL,1983
ALFA ROMEO,20190713,BROOKLANDS,Spider 2000 Veloce RHD,Brooklands Auctions,18720.0,REST,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20190713,BROOKLANDS,Spider 2000 Veloce RHD,Brooklands Auctions,17660.0,REST,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20190529,AUBURN,Spider 2000 Veloce,RM Sotheby's,4430.0,OR+,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20190518,BROOKLANDS,Spider 2000 Veloce RHD,Brooklands Auctions,20390.0,OR+,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20181124,BROOKLANDS,Spider 2000 Veloce RHD,Brooklands Auctions,18150.0,REST,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20181124,BROOKLANDS,Spider 2000 Veloce LHD,Brooklands Auctions,11510.0,OR+,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20180624,MONTASTRUC-LA-CONSEILLÈRE,Spider 2000 Veloce,FEE Machoïr,22800.0,OR,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20180617,FONTAINEBLEAU,"Spider 2000 Veloce, jantes alu",Osenat,24600.0,OR+,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20180321,DUXFORD,Spider 2000 Veloce,H & H Classic Auctions,18690.0,OR+,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20180217,NANTES,Spider 2000 Veloce export USA,François Antonietti Ouest Enchères Publiques,18400.0,REST,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20171125,BROOKLANDS,Spider 2000 Veloce export USA,Brooklands Auctions,17810.0,OR,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20171105,PARIS,Spider 2000 Veloce Beauté,Artcurial,19070.0,OR+,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20170501,OBENHEIM,Spider 2000 Iniezione ex-USA,J.P. Osenat,4440.0,OR-,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20161125,MILAN,Spider 2000 Veloce,RM Sotheby's,22400.0,OR+,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20160310,AMELIA ISLAND,Spider 2000 Veloce,Bonhams,17850.0,OR+,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20151017,BEAUZELLE,Spider 2000,Arnauné & Prim,12950.0,OR,V,159,cote.encheres.php?idCote=159,24 000 €,Spider 2000 Veloce,1972
ALFA ROMEO,20151128,BROOKLANDS,Spider Duetto 1750 Veloce (coda longa) RHD,Brooklands Auctions,28627.0,REST,V,158,cote.encheres.php?idCote=158,24 000 €,Spider 1750 Veloce (coda tronca),1970
ALFA ROMEO,20110326,AVIGNON,"Spider 1750 Veloce ""coda tronca""",Besch,9500.0,OR,V,158,cote.encheres.php?idCote=158,24 000 €,Spider 1750 Veloce (coda tronca),1970
ALFA ROMEO,20100620,FONTAINEBLEAU,"Spider 1750 Veloce ""coda tronca""",J.P. Osenat,8000.0,OR+,V,158,cote.encheres.php?idCote=158,24 000 €,Spider 1750 Veloce (coda tronca),1970
ALFA ROMEO,20090420,LONDRES,"Spider 1750 Veloce ""coda tronca"" RHD",Bonhams,10780.0,REST,V,158,cote.encheres.php?idCote=158,24 000 €,Spider 1750 Veloce (coda tronca),1970
ALFA ROMEO,20071020,SALZBOURG,"Spider 1750 Veloce ex-USA, carbus Weber",Dorotheum,9500.0,OR+/TR,V,158,cote.encheres.php?idCote=158,24 000 €,Spider 1750 Veloce (coda tronca),1970
ALFA ROMEO,20071010,DUXFORD,"Spider 1750 Veloce ""coda tronca"" USA, carbus Weber",H & H Classic Auctions,9000.0,REST/TR,V,158,cote.encheres.php?idCote=158,24 000 €,Spider 1750 Veloce (coda tronca),1970
ALFA ROMEO,20060827,WHITNEY,Spider 1750 Iniezione ex-USA,Coys Auction ,3750.0,OR+,V,158,cote.encheres.php?idCote=158,24 000 €,Spider 1750 Veloce (coda tronca),1970
ALFA ROMEO,20170429,TOFFEN,Spider 1600 Junior,Oldtimer Galerie Toffen ,9690.0,OR,V,157,cote.encheres.php?idCote=157,23 000 €,Spider 1600 Junior (coda tronca),1971
ALFA ROMEO,20181027,PADOUE,Spider 1300 Junior (coda tronca),Bonhams,16100.0,REST,V,156,cote.encheres.php?idCote=156,22 000 €,Spider 1300 Junior (coda tronca),1971
ALFA ROMEO,20180408,MONTASTRUC-LA-CONSEILLÈRE,Spider 1300 Junior (coda tronca),FEE Machoïr,15600.0,OR,V,156,cote.encheres.php?idCote=156,22 000 €,Spider 1300 Junior (coda tronca),1971
ALFA ROMEO,20180120,ROMAGNAT,Spider 1300 Junior,J.P. Osenat,9150.0,OR-,V,156,cote.encheres.php?idCote=156,22 000 €,Spider 1300 Junior (coda tronca),1971
ALFA ROMEO,20170407,ESVRES SUR INDRE,Spider 1300 Junior (coda tronca),Alcopa auction,11310.0,OR+,V,156,cote.encheres.php?idCote=156,22 000 €,Spider 1300 Junior (coda tronca),1971
ALFA ROMEO,20190518,BROOKLANDS,Spider 1300 Junior (coda longa) RHD,Brooklands Auctions,38870.0,REST,V,155,cote.encheres.php?idCote=155,28 000 €,Spider 1300 Junior (coda longa),1968
ALFA ROMEO,20060916,TOFFEN,"Spider 1300 Junior ""coda longa""",Oldtimer Galerie Toffen ,10730.0,OR+,V,155,cote.encheres.php?idCote=155,28 000 €,Spider 1300 Junior (coda longa),1968
ALFA ROMEO,20190602,GREENWICH,Spider 1750 Veloce (coda longa),Bonhams,29080.0,OR,V,154,cote.encheres.php?idCote=154,34 000 €,Spider 1750 Veloce (coda longa),1968
ALFA ROMEO,20181130,PAMIERS,Spider 1750 Veloce (coda longa),Frédéric Farbos Ariège Enchères,40040.0,REST,V,154,cote.encheres.php?idCote=154,34 000 €,Spider 1750 Veloce (coda longa),1968
ALFA ROMEO,20140208,PARIS,Spider 1750 Veloce Iniezione USA,Artcurial,34568.0,OR+,V,154,cote.encheres.php?idCote=154,34 000 €,Spider 1750 Veloce (coda longa),1968
ALFA ROMEO,20060624,WOODSTOCK,Spider 1750 Veloce RHD,Coys Auction ,4200.0,OR,V,154,cote.encheres.php?idCote=154,34 000 €,Spider 1750 Veloce (coda longa),1968
ALFA ROMEO,20060524,SYON PARK,"Spider 1750 Veloce ""coda longa” LHD, moteur 1600",H & H Classic Auctions,5250.0,REST/TR,V,154,cote.encheres.php?idCote=154,34 000 €,Spider 1750 Veloce (coda longa),1968
ALFA ROMEO,20190713,BROOKLANDS,Spider 1600 Duetto (coda longa) RHD,Brooklands Auctions,43680.0,REST,V,153,cote.encheres.php?idCote=153,35 000 €,Spider 1600 Duetto (coda longa),1966
